estimator,x_mm,sigma_fit_ps,sigma_fit_err_ps,bootstrap_err_ps,mu_fit_ns,chi2_ndf,n_events,flag
TOP_THR2,250,127.8235429717173,1.6910318075398916,2.7140659555576625,0.6871373334977444,8.958172427253048,5000,ok
TOP_THR2,300,127.49224370557718,1.7429521452789754,2.4715743042440335,0.7002185110458833,5.682759571063168,5000,ok
TOP_THR2,350,126.73147011437555,1.9408478799705988,3.0606652918959374,0.6767214980963866,4.400682661213883,5000,ok
TOP_THR2,400,133.04862990097325,1.961573535675873,2.5330570050174885,0.6981777424176953,4.770501000443347,5000,ok
TOP_THR2,450,128.82750711682652,1.9961860742660764,2.474100425259661,0.6782600244447486,5.59106274529015,5000,ok
TOP_THR2,500,133.4540793401837,1.8700531038855495,2.8141804345641903,0.7017597550366967,7.298080563694859,5000,ok
TOP_THR2,550,129.76067586108263,1.8726961912094304,2.8248017995822434,0.6867832475916597,9.452589957970769,5000,ok
TOP_THR2,600,132.00172666974527,1.795320327487429,2.785330683067861,0.7016225398886773,6.893374989206069,5000,ok
TOP_THR2,650,128.59381947952815,1.7138352874797453,2.7411599822320425,0.6878996907670815,7.0383890016153146,5000,ok
TOP_THR2,670,123.68772229168069,1.658624774068043,2.407381479611516,0.6831620930414372,7.259567994781603,5000,ok
TOP_THR2,690,121.7127980996211,1.6954595898284048,2.352292979614282,0.676306426165387,5.9124344263417035,5000,ok
TOP_THR3,-690,140.42854890821042,1.9262034577085392,2.950217858478955,0.779144147734038,3.4194854510522457,5000,ok
TOP_THR3,-670,140.46471316886772,1.8301382793949883,2.9249085778050463,0.7826962353049826,5.657660479435451,5000,ok
TOP_THR3,-650,145.50110857991123,1.873626595753533,2.6716036304313424,0.7885640095620757,6.056486064572737,5000,ok
TOP_THR3,-600,161.65389581583574,2.5294420819299694,3.021681268087313,0.809568416447598,4.958654624757341,5000,ok
TOP_THR3,-550,144.7011544839189,2.029357352979391,2.9228412395553205,0.7844747845967045,4.477575616393789,5000,ok
TOP_THR3,-500,148.8759367461144,1.9608631060194226,2.7404167093331715,0.8052752067138954,4.380348555086087,5000,ok
TOP_THR3,-450,145.60669935254455,1.917362366182049,2.954514189172817,0.7889659350655469,5.674270149879226,5000,ok
TOP_THR3,-400,143.14255138419617,1.7503365892730245,2.7162591106498133,0.8074390047143251,5.004919538133435,5000,ok
TOP_THR3,-350,140.4252922921485,1.8929223696699249,3.2081840198339475,0.7836627944822716,5.351993797001759,5000,ok
TOP_THR3,-300,153.80756374733681,2.1856866565184987,2.950982659719197,0.8111599863243576,7.067454785413205,5000,ok
TOP_THR3,-250,142.0210449555731,1.930768845914352,2.71683836916932,0.7841748400192616,7.665716552492712,5000,ok
TOP_THR3,-200,150.33756425697828,2.070414186613606,3.1258271297964013,0.8095970814911349,5.7611176624542795,5000,ok
TOP_THR3,-150,145.32226919628312,1.9744880533823506,2.6838080397913955,0.7855192273761219,3.945115002938303,5000,ok
